100,0.014285
250,0.177452
500,1.48674
750,6.29388
1000,21.5713
100,0.010476
250,0.161251
500,1.70104
750,8.4532
1000,21.8306
100,0.012292
250,0.161521
500,1.62072
750,6.09131
1000,20.4995
100,0.010026
250,0.161393
500,1.615
750,6.23033
1000,20.2456
100,0.013065
250,0.164088
500,1.59694
750,6.1942
1000,20.9311
100,0.010895
250,0.164102
500,1.56932
750,7.35197
1000,19.9955
100,0.009114
250,0.168012
500,1.56522
750,6.14469
1000,21.7035
100,0.012792
250,0.163504
500,1.56181
750,7.77679
1000,22.0491
100,0.013086
250,0.163067
500,1.56202
750,7.56628
1000,20.178
100,0.011331
250,0.165372
500,1.59707
750,7.92109
1000,20.0772
100,0.011358
250,0.165566
500,1.59839
750,6.29694
1000,21.0455
100,0.00984
250,0.169112
500,1.70379
750,6.28404
1000,22.2788
100,0.012418
250,0.163803
500,1.62548
750,6.56951
1000,22.2434
100,0.013316
250,0.162508
500,1.76896
750,6.2208
1000,20.5513
100,0.011944
250,0.183453
500,1.61617
750,6.24538
1000,20.1907
100,0.00995
250,0.2531
500,1.67779
750,7.76384
1000,20.1693
100,0.00985
250,0.164403
500,1.59144
750,6.2386
1000,20.1538
100,0.009802
250,0.165254
500,1.62492
750,6.32355
1000,22.4331
100,0.011643
250,0.171578
500,1.56737
750,6.24124
1000,20.3389
100,0.010034
250,0.16231
500,1.66907
750,6.33922
1000,22.27
100,0.014726
250,0.16051
500,1.55069
750,6.18167
1000,21.6239
100,0.009348
250,0.158041
500,1.54065
750,6.06223
1000,19.9464
100,0.010687
250,0.158165
500,1.57396
750,7.20088
1000,21.7927
100,0.010575
250,0.158128
500,1.50089
750,5.99885
1000,19.8828
100,0.012176
250,0.162301
500,1.50551
750,6.08241
1000,19.7304
100,0.013319
250,0.162085
500,1.53184
750,7.40563
1000,21.5663
100,0.012137
250,0.170956
500,1.49639
750,5.9993
1000,19.9129
100,0.012168
250,0.156744
500,1.55744
750,5.98641
1000,19.9516
100,0.009179
250,0.160967
500,1.49762
750,5.94411
1000,19.8734
100,0.012213
250,0.165613
500,1.52546
750,5.95508
1000,19.8053
100,0.009706
250,0.156573
500,1.50727
750,6.87453
1000,19.8128
